"Fuente","Titulo","Año","Abstract","Palabras_clave","Fecha_busqueda"
"PubMed","Lavender-Neroli Aromatherapy for Reducing Dental Anxiety and Pain in Children During Anesthesia: A Two-Arm Randomized Controlled Trial.","2025","Objective. This randomized controlled trial evaluated the efficacy of lavender-neroli oil aromatherapy in managing dental anxiety and pain in children undergoing inferior alveolar nerve block (IANB) anesthesia. Methods. Fifty-four children aged 6-11 years were randomly assigned to either a control group or an aromatherapy group. Children in the control group were asked to wear a regular scented-free nitrous oxide mask. Children in the control group were asked to wear a regular scented-free nitrous oxide mask. Children in the intervention group inhaled lavender-neroli oil via a nitrous oxide nasal mask for 5 min before and during IANB administration. Anxiety and pain levels were assessed pre-and post-treatment using the Facial Image Scale (FIS), Face-Legs-Activity-Cry-Consolability (FLACC) scale, and vital signs (heart rate, blood pressure, oxygen saturation). The collected data were statistically analyzed using SPSS software 20. The Mann-Whitney U test was used for analyzing FIS results, and the independent T test and T Paired test were used for analyzing heart rate, blood pressure, and oxygen saturation results. Results. Results demonstrated significantly lower anxiety, heart rate, blood pressure, and pain scores in the aromatherapy group compared to the control group (p < 0.05), with no significant change in oxygen saturation. Conclusions. Lavender-neroli aromatherapy is a safe, low-cost, and effective adjunct to reduce anxiety and discomfort during pediatric dental anesthesia.","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:38:20.384273"
"PubMed","Effect of Sweet Aromatherapy on the Injection Pain of Infiltration Anesthesia for Primary Maxillary Molars in Children: A Randomized Double-Blind Controlled Clinical Trial.","2025","Background: Pain during dental injections can negatively impact children's perception of dental visits. Various methods have been explored to reduce this pain. Aim: This study aimed to assess the effect of sweet aromatherapy on injection pain associated with infiltration anesthesia for primary maxillary molars in 7-9-year-old children. Design: In this randomized, double blind controlled clinical trial, 48 children (7-9 years old) requiring infiltration anesthesia for maxillary molars were randomly allocated to three groups (n = 16 each) (I) control group receiving anesthetic injection in an unscented room; (II) anesthetic injection in a room saturated with 2% sweet vanilla scent, and (III) anesthetic injection simultaneous with exposure to 2% sweet vanilla scent for 30 sec. Subjective pain was measured using the Wong-Baker Faces Pain Rating Scale, while objective pain was assessed using the Face, Legs, Activity, Cry, Consolability (FLACC) behavioral scale. Heart rate (HR) and blood oxygen saturation (SpO2) were also recorded as physiological indicators. Data were analyzed using SPSS version 25. Results: The FLACC scores and HR in the intervention groups was significantly lower than that in the control group (P = 0.05). Regarding SpO2, only the difference between the control and saturated room groups was statistically significant (P < 0.05). There was no statistically significant difference in Wang-Baker score between groups (P > 0.05). Conclusion: Two percent sweet vanilla scent can be a successful distraction method to reduce injection pain during infiltration anesthesia for maxillary molars in children aged 7-9 years. Further research in different age groups with a larger sample size seems necessary to strengthen the evidence.","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:38:20.384273"
"PubMed","New frontiers in radiologic interpretation: evaluating the effectiveness of large language models in pneumothorax diagnosis.","2025","This study evaluates the diagnostic performance of three multimodal large language models (LLMs)-ChatGPT-4o, Gemini 2.0, and Claude 3.5-in identifying pneumothorax from chest radiographs. In this retrospective analysis, 172 pneumothorax cases (148 patients aged >12 years, 24 patients aged ≤12 years) with both chest radiographs and confirmatory thoracic CT were included from a tertiary emergency department. Patients were categorized by age and pneumothorax size (small/large). Each radiograph was presented to all three LLMs accompanied by basic symptoms (dyspnea or chest pain), with each model analyzing each image three times. Diagnostic accuracy was evaluated using overall accuracy (all three responses correct), strict accuracy (≥2 responses correct), and ideal accuracy (≥1 response correct), alongside response consistency assessment using Fleiss' Kappa. In patients older than 12 years, ChatGPT-4o demonstrated the highest overall accuracy (69.6%), followed by Claude 3.5 (64.9%) and Gemini 2.0 (57.4%). Performance was significantly poorer in pediatric patients across all models (20.8%, 12.5%, and 20.8%, respectively). For large pneumothorax in adults, ChatGPT-4o showed significantly higher accuracy compared to small pneumothorax (81.6% vs. 42.2%; p < 0.001). Regarding consistency, Gemini 2.0 demonstrated excellent reliability for large pneumothorax (Kappa = 1.00), while Claude 3.5 showed moderate consistency across both pneumothorax sizes. This study, the first to evaluate these three current multimodal LLMs in pneumothorax identification across different age groups, demonstrates promising results for potential clinical applications, particularly for adult patients with large pneumothorax. However, performance limitations in pediatric cases and with small pneumothoraces highlight the need for further validation before clinical implementation.","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:38:20.384273"
"PubMed","Self-reported pain after buccal infiltration of articaine vs buccal and palatal infiltration of lidocaine for maxillary primary molar extractions: A noninferiority randomized clinical trial.","2025","Effective pain control is essential in pediatric dental procedures to ensure cooperation and minimize psychological trauma. Although lidocaine is the reference standard, articaine has been proposed as a less invasive alternative due to its superior diffusion properties. A randomized, single-blind, noninferiority clinical trial was conducted with 76 children aged 6 through 9 years requiring extraction of maxillary primary molars. Participants were allocated into 2 groups: single buccal infiltration with 4% articaine and conventional buccal and palatal infiltration with 2% lidocaine. The primary outcome was self-reported pain using a visual analog scale (ie, a 10-cm horizontal line where 0 represented no pain and 10 represented the most pain imaginable). Noninferiority was assessed with a predefined margin of 1.5 cm. Negative binomial regression was used to explore predictors of pain. Mean (SD) pain scores were significantly higher in the articaine group (4.18 [3.41] cm) than the lidocaine group (1.68 [2.71] cm; P < .001). The upper limit of the 95% CI (3.90 cm) exceeded the noninferiority margin, precluding confirmation of noninferiority (P = .919). Results of regression analysis showed that articaine was associated with 2.15 times higher pain scores (P = .008) and increased heart rate correlated with increased pain (P = .023). Our findings do not support the use of buccal infiltration with 4% articaine only as a noninferior technique to conventional lidocaine infiltration with palatal injection in pediatric maxillary molar extractions. Buccal infiltration with articaine only may not be sufficient to ensure adequate anesthesia for extraction of maxillary primary molars. This clinical trial was registered at ClinicalTrials.gov. The registration number is NCT05443009.","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:38:20.384273"
"PubMed","Effect of Thermomechanical Stimulation on Pain During IANB Injections.","2025","There are very few studies on the use of a thermomechanical device for reducing injection pain in pediatric dentistry, especially for inferior alveolar nerve blocks (IANBs). The purpose of this study was to assess the efficacy of a thermomechanical device (Buzzy, Pain Care Labs) for reducing pain associated with an IANB for pediatric dental patients. A total of 30 children, 5 to 8 years of age undergoing bilateral mandibular dental treatment requiring IANBs, were included in this randomized crossover study. The test group received an IANB with the use of the thermomechanical device and the control group received the IANB without the device. The groups were randomized, and the IANB was readministered after a 1-week washout interval. Subjective evaluation of pain was done utilizing the Wong-Baker Faces Pain Rating Scale, and objective evaluation of pain was assessed using the Faces, Leg, Activity, Consolability, Cry (FLACC) scale. Significant reductions in pain for the objective and subjective measures were noted in the thermomechanical device group (P ≤ .00016). No differences in pain ratings were noted in groups based on treatment sequence. Less pain was observed when the thermomechanical device (Buzzy) was used during IANB injections vs without the device.","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:38:20.384273"
"PubMed","Evaluation of the Effect of Local Anesthesia for Dental Treatment on Physiological Parameters and Recovery Outcomes in Children Undergoing Dental Treatment Under General Anesthesia.","2025","Objectives: The purpose of this study was to evaluate the effect of local anesthesia (LA) for dental treatment of children under general anesthesia (GA) on physiologic parameters of patients and recovery of the patients. This information is important because currently, no guidelines exist to define the usage of local anesthetics in dental cases under GA. Methods: This study was designed as a double-blinded randomized clinical trial. Intraoperatively, physiologic parameters, including heart rate, mean arterial pressure (MAP), arterial oxygen saturation, and end-tidal carbon dioxide (ETCO2) were observed during points of potential stimulation, and the corresponding time was recorded from the monitor of the operation room. The Aldrete scoring system was then recorded for all the included participants. Results: There were 34 children (55.9% boys, 44.1% girls, age 2-7 years) for whom the dental treatment was done under GA in the study. The mean age was 4.08 ± 1.31 years. ETCO2 was significantly lower in the group that received LA than in those that did not (p  < 0.05). Aldrete's score in the group that received LA was significantly higher than that did not (9 vs. 9.47 ± 0.51, p = 0.002). Conclusion: In conclusion, we found LA provides better intraoperative vital sign stability, particularly regarding heart rate and ETCO2. Also, patients who did not receive LA had statistically significantly higher ETCO2 than those patients who received LA. Trial Registration: Iranian Registry of Clinical Trials: IRCT20220425054651N1.","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:38:20.384273"
"PubMed","Plasma proteomic markers of pain and emotional dysfunction in fibrous dysplasia/McCune-Albright syndrome.","2025","Pain in Fibrous dysplasia/McCune-Albright syndrome (FD/MAS) remains poorly understood and inadequately managed due to uncertainties regarding clinical or biological drivers. This cross-sectional pilot study aimed to use plasma proteomics to identify markers that inform on molecular pathways associated with pain and emotional symptoms in FD/MAS. Seventeen individuals (15 females, 2 males), aged 16 to 63 years, with confirmed diagnoses of monostotic FD, polyostotic FD, or MAS participated in a single study visit conducted at Boston Children's Hospital and Massachusetts General Brigham. During the visit, participants completed validated questionnaires assessing neuropathic pain characteristics, pain interference, anxiety symptoms, depression symptoms, and perceived stress, and provided plasma samples. These samples were analyzed for 57 proteins using Olink proximity extension assay. Associations between protein concentrations and symptom scores were evaluated using Spearman's correlations with false discovery rate correction (|r| > 0.5, p < 0.05). After FDR correction, the concentrations of seven proteins (TNF-α, LTA, CCL19, CSF2, CCL2, CCL4, CCL7) significantly correlated with pain interference, HADS-depression scores, or perceived stress. Four protein concentrations (TNF-α, CCL19, CSF2, CCL7) significantly correlated with multiple clinical measures. This pilot study identified several pain-associated proteins in individuals with FD/MAS, suggesting that proteomic profiling may be a promising approach for discovering pain biomarkers. Larger, longitudinal studies are needed to validate these results and investigate whether targeting immune pathways can alleviate pain and improve emotional health in FD/MAS.","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:38:20.384273"
"PubMed","[Clinical study on hemodynamics and analgesic effect of local infiltration anesthesia in the treatment of severe early childhood caries under general anesthesia].","2025","This study aimed to explore the clinical efficacy of severe early childhood caries (SECC) treatment combined with local anesthesia under general anesthesia. A total of 108 children under 6 years old who underwent SECC dental treatment under general anesthesia at the Department of Pediatric Dentistry, Third Affiliated Hospital of Air Force Medical University from March to December 2023 were selected as the study subjects, with American Society of Anesthesiologists (ASA) classification of classⅠor Ⅱ. The study subjects were divided into a control group (n=54) and an experimental group (n=54) by retrieving intraoperative cases and postoperative follow-up records. The control group was given general anesthesia through inhalation combined with nasotracheal intubation, whereas the experimental group was given local anesthesia with 2% lidocaine on each treated tooth on the basis of general anesthesia. The basic information, preoperative anesthesia depth, hemodynamic changes during different surgical procedures, postoperative pain, and adverse reactions in the two groups were recorded and analyzed. No statistically significant difference was found in the basic information and preoperative anesthesia depth between the two groups (P>0.05). Among the three procedures (pulpotomy, root canal treatment, and tooth extraction), the three observed indicators in the experimental group were significantly lower than those in the control group (P<0.05). The proportion of patients in the experimental group who needed to take analgesic measures in accordance with the modified facial pain scale (FPS-R) score was significantly lower than that in the control group at postoperative wakefulness and 2 h after surgery (P<0.05). Meanwhile, no statistically significant difference was observed between the groups at 24 h after surgery (P>0.05). The proportion of patients in the experimental group who needed to take analgesic measures on the basis of the parent posto-perative pain measurement (PPPM) score was significantly lower than that in the control group when they were awake after surgery (P<0.05). No statistically significant difference was found between the groups at 2 and 24 h after surgery (P>0.05). Moreover, no statistically significant difference was observed in the incidence of adverse reactions between the two groups at 24 h after surgery (P>0.05). The combination of local anesthesia during SECC dental treatment under general anesthesia results in minimal changes in intraoperative hemodynamics and mild postoperative pain response, hence worthy of clinical promotion.","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:38:20.384273"
"PubMed","Effect of needle bevel type on pain perception in children during inferior alveolar nerve block anesthesia: randomized controlled clinical trial.","2025","The difficulty in providing optimal treatment has been related to patients' fear of the discomfort that comes with anesthetic needle insertion. The main purpose of this study is to clinically assess the effect of needle bevel on patient's perception of pain during inferior alveolar nerve block (IANB) anesthesia and evaluate the needle tip for mechanical deformation. Sixty-six children 5-7 years old, who were indicated for IANB anesthesia, were selected from the outpatient clinic of Pediatric Dentistry and Dental Public Health Department, Faculty of Dentistry, Alexandria University. Participants were randomly allocated into two groups according to the type of needle bevel used. Group I (n = 33) received INAB anesthesia using double scalpel blade bevel needle, while group II (n = 33) received the injection using conventional bevel needle. Pain reaction was evaluated subjectively using modified Maunuksela face pain scale (FPS) and objectively using Sensory, Eye, and Motor (SEM) scale. After the respective injections, the needles were prepared for microscopic examination. The FPS and SEM showed significantly lower pain scores during IANB anesthesia with double scalpel blade bevel needle compared to the conventional bevel needle (p = 0.002, p = 0.003 respectively). No significant difference in mechanical angle deformation between the two needles was observed (p = 0.837). For IANB anesthesia, double scalpel blade bevel needle demonstrated significantly less injection pain. All dentalneedles demonstrated tip deformation after single use.","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:38:20.384273"
"PubMed","Pain experience and behavior management: efficacy of photobiomodulation as an adjunct to local anesthesia in MIH patients-a randomized split-mouth clinical study.","2025","Pain management in children with Molar-Incisor Hypomineralization (MIH) poses challenges for pediatric dentists. MIH affects the enamel of the first permanent molars and incisors, increasing the risk of cavities, hypersensitivity, and making anesthesia and dental treatments more difficult. Children with MIH often experience dental fear, necessitating effective pain management techniques. Photobiomodulation (PBM) has potential analgesic benefits in dentistry but requires further evaluation for its effectiveness in MIH cases. This study aimed to assess the impact of photobiomodulation on pain control in maxillary permanent molars affected by MIH. In our randomized split-mouth clinical study, 45 participants (25 males, 20 females) aged 7 to 15 years, with both maxillary molars affected by MIH, were assigned to either the intervention group (PBM plus standard anesthesia, n = 45 teeth) or the control group (standard anesthesia alone, n = 45 teeth). PBM parameters included a power of 100 mW, a wavelength of 635 nm, energy of 6 J, fluence of 12 J/cm2, and a duration of 60 s. Pain perception, anesthesia commencement, and its extension time were measured and analyzed using SPSS version 23.0 (p < 0.05). The PBM group reported significantly lower subjective pain (mean VAS 2 [1-5]) compared to the control group (6 [2-8]), p < 0.001. FLACC scale scores were also lower in the intervention group (3 [1-5]) compared to the control group (7 [5-8]), p < 0.001. The PBM group showed a lower heart rate (84.6 bpm ± 6.1) compared to the control (113.2 bpm ± 6.1), p < 0.001. Additionally, the anesthesia developed faster in the PBM group (mean: 3.6 ± 0.9 min) compared to the control (6.1 ± 0.8 min, p < 0.001), and the anesthetic effect persisted longer (70.2 ± 3.9 min vs. 50.7 ± 8.9 min, p < 0.001). Photobiomodulation improves pain management and the effectiveness of local anesthesia in maxillary molars affected by MIH by diminishing pain experience and enhancing anesthesia effects, providing a promising approach for pain control in children.","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:38:20.384273"
"PubMed","Diagnosis and management of traumatic injuries in pediatric patients secondary to dental local anesthesia: A systematic review.","2025","This study examines soft tissue injuries secondary to the prevalence of local anesthesia, differential diagnosis and therapeutic approaches. In October 2024, a comprehensive search was performed in PubMed, Web of Science and Scopus along with gray literature sources, adhering to the PRISMA (Preferred Reporting Items for Systematic reviews and Meta-Analyses) guidelines, using the following keywords: ""bite"", ""traumatic injuries"", ""soft tissue injuries"", ""self-inflicted injuries"", ""topical anesthesia"", ""local anesthesia"", ""pediatric"", or ""children"". The search was limited to English-language publications. Additional manual screening of reference lists was performed. The risk of bias was assessed using the checklist developed by the Joanna Briggs Institute (JBI). Out of 574 identified studies, 21 were included in the qualitative analysis (9 randomized controlled trials (RCTs), 6 case reports and 6 cohort studies), mainly focusing on children aged 6-12. Anesthesia methods included traditional techniques (12 studies) and computer-controlled injection (5 studies). The role of articaine (9) and lidocaine (10) was analyzed. Suggested interventions to mitigate injury risks and improve recovery included the use of phentolamine mesylate (2 studies) and non-pharmacological strategies: intraoral appliances (2 studies) and photobiomodulation (2 studies). The included studies varied in design, sample size and duration, limiting direct comparisons. Effect sizes and confidence intervals were inconsistently reported, and the risk of bias assessment using the Cohen's kappa test highlighted methodological heterogeneity and potential reporting bias. Soft tissue injuries from local anesthesia in children can cause significant pain and cooperation issues. Effective strategies include early intervention with pharmacological and non-pharmacological approaches. Increased awareness and patient-specific management are essential for reducing risks and improving outcomes.","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:38:20.384273"
"PubMed","Dermabrasion Using Surface Anesthesia for Post-Cleft Lip Surgery Scars.","2025","Dermabrasion is a minimally invasive technique effective for improving postoperative scarring in cleft lip patients. While commonly performed under local anesthesia, needle-related pain often causes discomfort, particularly in children. To address this, we evaluated the efficacy of dermabrasion under surface anesthesia using lidocaine tape. A total of 92 patients underwent dermabrasion following the application of lidocaine tape for varying durations. Results showed that painless treatment was achieved in 25% of patients with 30-59 minutes of application, 61% with 60-89 minutes, and 67% with over 90 minutes. No patient required injectable anesthesia, and all cases showed favorable cosmetic outcomes without complications. Our findings suggest that applying lidocaine tape for at least 60 minutes significantly improves patient comfort and eliminates the need for injectable anesthesia. This approach is effective and less invasive for scar management after cleft lip surgery.","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:38:20.384273"
"PubMed","Endocarditis prophylaxis in children and adolescents: indications in consideration of the dental treatment setting.","2025","This study aimed to evaluate the administration of endocarditis prophylaxis (EP) in children and adolescents with cardiac findings requiring invasive dental therapy according to the newest European Society of Cardiology (ESC) guidelines from 2023. The research question focused on comparing EP protocols between chairside treatment (CS) and general anesthesia (GA) settings, given clinical protocol differences observed between these modalities. This retrospective analysis included 201 patients with cardiac findings who attended the Department of Pediatric Dentistry at Giessen University Hospital between 2018 and 2023 and underwent dental interventions with bacteremia risk. Patient data included cardiac findings, EP administration protocols, antibiotic agents used, treatment settings, and patient outcomes defined as infective endocarditis (IE) occurrence within three months post-intervention. EP indications were evaluated according to ESC guidelines. Fisher's exact test was used to statistically test differences (GA vs. CS) regarding the outcome and the type of EP medication (α = 0.05). Of all patients, 58.7% received treatment under GA and 41.3% chairside. According to ESC guidelines, EP indication existed in 36.4% of GA patients and 22.9% of CS patients. However, EP was administered in 84.7% of GA patients and 59.0% of CS patients. A significant correlation was found between the variables ""treatment setting"" and ""antibiotic preparation EP"" (p < 0.001). No cases of IE occurred within 3 months, regardless of EP administration or indication status. Besides the limitations of our retrospective study, frequent EP over-administration beyond guideline recommendations was detected, and no IE cases occurred. This aspect could question whether EP indications should be more restrictively defined, particularly in children and adolescents with healthy dental status. • The indication for antibiotic endocarditis prophylaxis (EP) during dental treatment is based on cardiac and dental risk factors. • In 2023, the European Society of Cardiology (ESC) published new guidelines for the prevention of infective endocarditis (IE) [1]. • This study highlights the difficulties in implementing guideline-adhering endocarditis prophylaxis and emphasizes the need for strict and comprehensible EP indication in children and adolescents.","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:38:20.384273"
"PubMed","Optimal timing for assessing post-intensive care syndrome in clinical research: a scoping review and expert survey.","2025","Since the concept of post-intensive care syndrome (PICS) was proposed, numerous studies have assessed patients and their family members. However, a wide range of assessment timings has been employed across previous studies. This study aimed to clarify how assessment timings have been implemented in existing PICS research through a scoping review, and to explore expert opinions on optimal assessment timing via an online survey. We conducted a scoping review of studies assessing PICS-related outcomes, including physical, cognitive, and psychological impairments, as well as PICS in family members. Studies were retrieved from MEDLINE, CENTRAL, and CINAHL, and screened by two independent pairs of reviewers. Eligible studies were published between January 2014 and December 2022. Studies lacking a clear description of assessment timing were excluded. We analyzed the reference point used to determine assessment schedules, the assessment time points, and their frequency. Additionally, an online questionnaire was administered to 23 members of the Japanese Society of Intensive Care Medicine PICS committee and working group members to collect expert opinions on these three aspects for clinical research. A total of 657 studies were included. In prior studies, hospital discharge was the most commonly used reference point for determining assessment schedule (240 studies, 40%). However, ICU discharge was identified by experts as the ideal reference point (16 votes, 47%). The most frequently used assessment time points were 3 months (262, 23%), 6 months (212, 19%), and 12 months (206, 18%) post-discharge. Experts most commonly selected the period between 6 and 12 months as the optimal time point for assessment. While single assessments were most common in previous studies (337, 51%), experts considered three assessments to be ideal (12, 44%). This study revealed notable discrepancies between the assessment timing reported in previous studies and the opinions of experts regarding optimal timing. Standardization of assessment timing in PICS research is warranted to enhance methodological consistency and comparability.","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:38:20.384273"
"PubMed","Effect of photo-bio-modulation on pain perception with inferior alveolar nerve block among children: A split mouth study.","2025","Local anesthesia is crucial when it comes to pain relief in dental treatment. However, needle insertion often causes non-compliance in children. Therefore, it is of interest to assess the effect of 940-nm laser photobiomodulation on pain while administering inferior alveolar nerve block (IANB) among children between 8-12 years of age. Photobiomodulation pain was assessed using the Wong-baker faces pain rating scale, face, legs, activity, cry and consolability (FLACC) scale and pulse oximeter. Results show that photobiomodulation using a 940-nm laser reduced pain during injection of IANB in children between 8 to 12 years of age.","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:38:20.384273"
"PubMed","General anesthesia during dental treatment in a pediatric patient with Fontan circulation using a minimally invasive cardiac output monitoring device.","2025","This case report presents the hemodynamic management of a 3-year-old patient with Fontan circulation who underwent dental treatment under general anesthesia using minimally invasive cardiac output monitoring devices. To avoid the use of monitoring methods more invasive than the dental procedure itself, cardiac output was continuously assessed using FloTrac™ and BioZ.com™ systems. The bispectral index was maintained between 40 and 67 during anesthesia. Although the patient's body surface area (BSA) was 0.5 m2, which is below the validated threshold for both devices, monitoring was cautiously conducted to observe hemodynamic trends. Discrepancies in the cardiac output and index values were observed between the two modalities. Although the absolute values were less reliable owing to the patient's low BSA, hemodynamic stability was maintained by tracking the dynamic changes in cardiac parameters. These observations underscore both the limitations and the potential of noninvasive cardiac monitoring in pediatric patients with Fontan circulation undergoing general anesthesia. Accordingly, future development of monitoring technologies that can accurately measure cardiac output in pediatric patients with BSA < 1 m2 is warranted.","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:38:20.384273"
"PubMed","Fibrous dysplasia/McCune-Albright syndrome: state-of-the-art advances, pathogenesis, and basic/translational research.","2025","Fibrous dysplasia/McCune Albright syndrome (FD/MAS) is a rare genetic disease caused by postzygotic activating variants in the GNAS gene, encoding the α subunit of stimulatory G protein (Gαs). Although multiple organs may be involved, skeletal lesions usually represent the most severe and least treatable expression of the disease, leading to bone deformities, spontaneous fractures, and chronic pain that severely reduce patients' quality of life.The recognition of the causative Gαs variants and the consequent ligand-independent activation of the adenylyl cyclase/cAMP/PKA pathway has provided a clear molecular explanation to most extra-skeletal pathologies of FD/MAS, leading to the development of effective therapeutic approaches. In contrast, a detailed understanding of the cellular and molecular mechanisms that act downstream of the Gαs pathway to generate FD bone lesions and clinical expression thereof remain elusive. Multiple key issues remain to be addressed, including some questions that have recently emerged such as the interaction between mutated and non-mutated cells and the role of the latter in the development of the fibrotic tissue.In this review, we provide a summary of the proof-of-concept, preclinical data, and experimental tools that have emerged to date from basic and translational studies on FD and represent the background for future research on the pathogenesis and treatment of this rare disease.","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:38:20.384273"
"PubMed","Comparison of Children's Preferences for Dental Injectors and Their Impact on Cooperation During Local Anesthesia Injection: An Observational Study.","2025","Background Dental fear and anxiety (DFA) are a common challenge in pediatric dentistry, often triggered by fear of pain, unfamiliar instruments, or appearance of dental instruments and injections. This fear significantly affects children's cooperation during procedures, making local anesthesia (LA) particularly anxiety-inducing. Objective This study aimed to evaluate children's level of cooperation during dental procedures in relation to their preference for different types of dental injectors. Materials and methods This study involved 150 children randomly assigned into two equal groups using a lottery method. Group A was given a choice between a metal injector and a plastic injector without stickers on it, while Group B chose a metal injector or a plastic injector with stickers around it. Children's preferences were recorded, and their behavior was assessed using the Frankl behavior rating scale during LA administration. Results In Group A, 43 (57.3%) children chose plastic injectors without stickers compared to 32 (42.7%) preferring the metal injector. In Group B, 62 (82.7%) children preferred plastic injectors with stickers, whereas only 13 (17.3%) chose metal injectors. Behavioral assessments revealed that children in Group A who preferred the plastic injector without stickers exhibited more positive behavior (n = 29, 67.5%), whereas those who preferred the metal injector showed more negative behavior (n = 10, 31.3%). In Group B, children who preferred plastic injectors with stickers showed more positive behavior (n = 43, 69.3%) when compared with those who chose metal injectors in the same group. Across all age groups, children showed more positive behavior toward plastic injectors, particularly those with stickers on them. This difference was statistically significant in the 4-6 and 7-10 years groups (p = 0.039 and p = 0.011, respectively). Conclusion The addition of stickers to plastic injectors significantly improved children's comfort and behavior during dental procedures, particularly in younger children. Older children preferred injectors without stickers, suggesting that age-specific designs enhance cooperation levels and reduce dental anxiety.","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:38:20.384273"
"PubMed","A Comparative Study on Pain Perception in Children, After Application of Pre-Cooled and Plain Topical Anaesthetic Gel During Local Anaesthetic Administration-A Parallel Three-Arm Randomised Control Trial.","2025","Background: Effective pain management in children is essential, particularly when administering local anaesthesia. This study was undertaken to compare pain perception in children after application of pre-cooled and plain topical anaesthetic gel during local anaesthetic administration. Methods: A randomised, single-blinded controlled trial was conducted among 51 children between the ages of 6 and 12, visiting the paediatric clinic, Jazan (REC-45/10/1070). Children were allocated into one of the following three groups using a simple randomisation having a 1:1:1 allocation ratio into Group I (n = 17): Plain topical anaesthetic gel, Group II (n = 17): Pre-Cooled topical anaesthetic gel, and Group III (n = 17). An ice pack was applied for a period of 1 min at the injection site. The intensity of pain and the behaviour of the children were assessed using Face, Leg, Activity, Cry, Consolability (FLACC), the Modified Wong-Baker Scale (WBS) and the Frankel Behaviour Rating Scale (FBRS). Results: A significant difference in FBRS scores was observed during anaesthesia, with the highest median score [3 (3,3)] in the pre-cooled topical anaesthetic gel group (p value < 0.001). FLACC scores varied significantly among groups, with the ice pack group [3 (3, 3)] and [4 (4, 5)] showing the highest median score (p value < 0.001). WBS scores also differed significantly between groups (p value < 0.001) with a lower value in the pre-cooled topical gel group [0 (0, 0), 2 (0, 2)]. Conclusions: This study concluded that, the use of a pre-cooled topical anaesthetic gel before LA administration reduced the pain better than that of plain anaesthetic gel and ice pack application at the injection site during infiltration.","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:38:20.384273"
